股票编号,上市年限,所属行业,所属概念板块
311,8,信息传输、软件和信息技术服务业,融资融券;融资融券标的;股权转让;在线教育;超涨;智慧医疗;智慧城市;K-12教育;机器视觉;生物识别
312,8,制造业,举牌;标普道琼斯概念;预减;国家队
313,4,制造业,互联网金融;国家队;金融科技
314,14,采矿业,高送转概念;固废处理;人民币贬值;超涨;股票质押;精准扶贫;黄金珠宝;标普道琼斯概念;军民融合
315,7,制造业,员工持股;最小市值;预增;股票质押;国家队;制造业单项冠军企业
316,11,制造业,机器视觉;机器人;人工智能;超涨;军民融合;智能电网;工业4.0
317,22,文化、体育和娱乐业,含可转债;融资融券标的;蚂蚁金服;地方国企;融资融券;标普道琼斯概念;超涨;文化传媒概念;三网融合;预增;广电系;可转债;虚拟现实
318,8,制造业,预增;标普道琼斯概念;基站;合资企业;电路板;超涨;消费电子产业;国家队;大盘蓝筹;高频PCB
319,3,信息传输、软件和信息技术服务业,军民融合;智慧医疗;高送转概念;国产软硬件;超涨;高校
320,8,制造业,5G应用;预增;员工持股;智能家居;消费电子产业;建筑节能;标普道琼斯概念;智能音箱;半导体产业;物联网;超涨
321,19,制造业,员工持股;超涨
322,19,综合,京津冀一体化;ST概念;*ST;预减;雄安新区;举牌;河北省国资;地方国企
323,24,批发和零售业,成渝特区;标普道琼斯概念;预增;股票质押;合资企业
324,1,制造业,近端次新股;次新股;含可转债;预增
325,8,制造业,预减;炭黑;京津冀一体化
326,8,制造业,制造业单项冠军企业;债转股;地方国企
327,2,交通运输、仓储和邮政业,新疆振兴;智能物流;物流骨干网
328,18,制造业,预减;融资融券标的;标普道琼斯概念;稀土永磁;融资融券
329,22,制造业,航空发动机;护城河;高端装备制造;国家队;标普道琼斯概念;十大军工集团;央企;基金重仓(季调);融资融券;MSCI大盘;航母;行业龙头;通用航空;融资融券标的;大央企重组;大飞机
330,7,信息传输、软件和信息技术服务业,云计算;5G;电路板;物联网;网络规划建设;超涨;珠三角;十大军工集团;央企;IPV6;知识产权;4G;标普道琼斯概念;三网融合;网络优化;国家队;移动互联网;预增
331,14,制造业,融资融券;葡萄酒;地方国企;融资融券标的;举牌
332,4,制造业,预增;国家队
333,22,批发和零售业,O2O;地方国企
334,25,制造业,供应链金融;股票质押;钛白粉
335,20,制造业,氢能;车联网;电动物流车;新能源整车;融资融券标的;融资融券;国家队;燃料电池;标普道琼斯概念;地方国企
336,2,制造业,卫星导航;超涨;预减;高送转概念;合资企业
337,7,制造业,股票质押;员工持股;国产化创新;超涨;锂电池
338,19,制造业,水泥;一带一路;央企;融资融券标的;新疆振兴;国家队;融资融券;标普道琼斯概念;丝绸之路;CDM项目;西部水泥
339,2,信息传输、软件和信息技术服务业,标普道琼斯概念;高送转概念;文化传媒概念
340,2,制造业,光模块;新材料;光通信;高送转概念
341,1,制造业,次新股;超涨;肺炎概念
342,11,交通运输、仓储和邮政业,融资融券;预增;浦东新区;央企;重组;大央企重组;阿里巴巴概念;MSCI大盘;人民币贬值;国家队;标普道琼斯概念;含H股的A股;中字头;融资融券标的;上海自贸区
343,2,制造业,标普道琼斯概念;虫害防治
344,6,电力、热力、燃气及水生产和供应业,一带一路;新疆振兴;LNG;国家队
345,18,制造业,制造业单项冠军企业;预减;央企
346,8,制造业,互联网金融;MSCI中盘;合资企业;光伏;行业龙头;能源互联网;异质结电池(HIT);标普道琼斯概念
347,22,制造业,白酒;基金重仓(季调);融资融券;融资融券标的
348,18,制造业,抗癌;医保概念
349,7,电力、热力、燃气及水生产和供应业,中小创蓝筹;一线龙头;大盘蓝筹;地方国企;江苏省国资;标普道琼斯概念
350,17,制造业,大盘蓝筹;地方国企;预减;一带一路;CDM项目
351,24,房地产业,360概念;预增;融资融券;股票质押;低价小市值;互联网金融;涉矿;融资融券标的
352,4,制造业,国家队;调味品;白马股;基金减持;品牌龙头;珠三角;富时罗素概念;大消费;证金概念;行业龙头;MSCI大盘;大盘蓝筹;标普道琼斯概念
353,18,交通运输、仓储和邮政业,国家队;融资融券标的;融资融券;物流骨干网;标普道琼斯概念;央企;智能物流;跨境电商
354,9,交通运输、仓储和邮政业,地方国企;海南省国资;海南自贸港;三沙;超涨;高送转;标普道琼斯概念
355,7,建筑业,国家队;中小创蓝筹;小盘成长;装饰园林;超涨;预减;PPP;大盘蓝筹;可转债
356,1,制造业,基因检测;次新股;生物疫苗;体外诊断
357,1,电力、热力、燃气及水生产和供应业,光伏;新能源;风力发电;次新股
358,11,采矿业,黄金珠宝;钨矿;地方国企;预增;国家队;预减;人民币贬值;小金属;标普道琼斯概念
359,4,科学研究和技术服务业,小金属;一带一路;预增;国家队;股票质押
360,22,制造业,融资融券标的;标普道琼斯概念;融资融券;地方国企;MSCI大盘
361,3,租赁和商务服务业,超涨;标普道琼斯概念
362,24,制造业,东北振兴;大消费;基金减持;标普道琼斯概念;护城河;医保概念;融资融券;融资融券标的;基金重仓(季调);预增;行业龙头;大盘蓝筹
363,6,信息传输、软件和信息技术服务业,出口型企业;大数据;人民币贬值;标普道琼斯概念;股票质押;含可转债;高送转概念;云计算;小程序
364,7,制造业,保底增持;医疗器械;员工持股;血液制品;健康中国;超涨;智慧医疗;国家队
365,9,建筑业,一线龙头;央企;沪伦通;陆股通50;QFII重仓;行业龙头;一带一路;装配式建筑;富时罗素概念;标普道琼斯概念;融资融券标的;中字头;大盘蓝筹;护城河;万得A50;基金重仓(季调);MSCI大盘;国家队;大央企重组;融资融券;举牌
366,8,制造业,股票质押
367,8,制造业,抗癌;预增;融资融券;国家队;员工持股;融资融券标的;干细胞;流感;超涨;肺炎概念
368,2,文化、体育和娱乐业,影视;打板;文化传媒概念;标普道琼斯概念;地方国企;上海国资改革
369,26,房地产业,含B股的A股;小盘成长;增持;地方国企;摘帽;预增;涉矿;重组
370,24,文化、体育和娱乐业,上海国资改革;预增;融资融券标的;文化传媒概念;国家队;融资融券;地方国企
371,19,制造业,重组;*ST;ST概念;地方国企
372,12,制造业,预增;合资企业;国家队;小盘成长
373,18,制造业,融资融券标的;国家队;葡萄酒;含B股的A股;融资融券;标普道琼斯概念
374,11,制造业,基金重仓(季调);锂电池;港珠澳大桥;标普道琼斯概念;国家队;小金属;锂矿
375,3,制造业,预减
376,19,房地产业,标普道琼斯概念
377,1,制造业,含可转债;近端次新股;次新股;标普道琼斯概念
378,10,制造业,O2O;国家队;浦东新区;融资融券;人民币贬值;民营银行;电子商务;融资融券标的;标普道琼斯概念
379,17,金融业,央企;金控平台;重组;锂电电解液;磷酸铁锂电池
380,25,制造业,打板;ST概念;充电桩;含B股的A股;生物识别;央企;新能源汽车
381,10,制造业,员工持股;基金重仓(季调);仿制药;标普道琼斯概念;融资融券标的;融资融券
382,24,制造业,标普道琼斯概念;融资融券;共享汽车;超涨;股票质押;融资融券标的;国家队;无人驾驶;车联网;低价小市值
383,11,制造业,新能源汽车;电动物流车
384,1,科学研究和技术服务业,广东省国资;深圳市国资;次新股;地方国企
385,2,制造业,高送转概念;小盘成长;含可转债;预减;可转债;超涨
386,1,信息传输、软件和信息技术服务业,智能电网;预增;次新股;超涨
387,22,制造业,国家队;预增;一线龙头;大消费;举牌;品牌龙头;MSCI大盘;护城河;沪伦通;陆股通50;证金概念;大盘蓝筹;基金重仓(季调);融资融券;万得A50;标普道琼斯概念;富时罗素概念;行业龙头;融资融券标的;员工持股;基金重仓;乳业;二胎政策
388,9,制造业,预增;合资企业;国家队
389,4,制造业,
390,21,综合,蚂蚁金服;京津冀一体化;科技园区;天津市国资;地方国企;超导;天津自贸区
391,3,金融业,国家队;证金概念;MSCI大盘;标普道琼斯概念;债转股
392,8,制造业,预增;军民融合;工业4.0;含可转债
393,4,制造业,氢能;白马股;手机外壳;燃料电池;科技龙头;国家队;手机陶瓷外壳;消费电子产业;大盘蓝筹;护城河;基金重仓(季调);行业龙头
394,15,文化、体育和娱乐业,国家队;K-12教育;股权转让;互联网金融;文化传媒概念;电子竞技;网红经济;重组
395,2,制造业,高送转概念;可转债;含可转债;超涨
396,25,批发和零售业,央企;油气改革;国企混改;融资融券;融资融券标的
397,2,制造业,独家药;高送转概念;地方国企;精准扶贫
398,1,信息传输、软件和信息技术服务业,超涨;数字货币;密码学;次新股;网络安全;国产软硬件
399,7,科学研究和技术服务业,
400,6,制造业,员工持股;新能源汽车;中小创蓝筹;股票质押;标普道琼斯概念;特斯拉
401,16,水利、环境和公共设施管理业,东北振兴;举牌;地方国企
402,3,批发和零售业,基金重仓(季调);标普道琼斯概念;MSCI中盘;含可转债;医疗器械
403,25,制造业,草甘膦;融资融券标的;超涨;股票质押;国家队;标普道琼斯概念;虫害防治;智慧农业;融资融券;预减
404,3,制造业,预增;标普道琼斯概念;人民币贬值
405,23,采矿业,含H股的A股;央企;大央企重组;预增;可燃冰
406,8,制造业,移动支付;物联网;智能电视;科技龙头;股票质押;智慧城市;珠三角;标普道琼斯概念;员工持股
407,1,租赁和商务服务业,次新股;上海自贸区;近端次新股;地方国企
408,3,制造业,并购阶段(需定增);预增;出口型企业
409,4,信息传输、软件和信息技术服务业,工业4.0
410,7,制造业,股票质押;卫星导航;供应链金融;机器人;页岩气;高端装备制造;煤矿智能
411,8,制造业,预增;风力发电;国家队;人民币贬值;标普道琼斯概念
412,8,制造业,垃圾发电;PM2.5;环保概念;融资融券;融资融券标的;低价小市值;固废处理
413,1,制造业,次新股;超涨;医疗器械
414,8,制造业,珠三角;华为概念;科技龙头;5G;股票质押;4G;超涨;移动互联网;射频及天线;员工持股;特斯拉;新能源汽车;基站;OLED;消费电子产业;重组;石墨烯
415,1,制造业,预增;超涨;次新股;消费电子产业;近端次新股
416,14,制造业,国家队;融资融券;MSCI中盘;医疗改革;标普道琼斯概念;融资融券标的;大盘蓝筹;抗癌;医保概念;干细胞;护城河;医药电商
417,21,制造业,行业龙头;大消费;5G应用;融资融券;证金概念;新能源汽车;预增;MSCI大盘;一线龙头;QFII重仓;车联网;大盘蓝筹;甲醇;新能源整车;融资融券标的;电动物流车;国家队;制造业单项冠军企业;标普道琼斯概念;国产化创新;陆股通50;基金重仓(季调)
418,7,采矿业,融资融券标的;雄安新区;融资融券;可燃冰;页岩气
419,14,制造业,预增;物流骨干网;MSCI中盘;标普道琼斯概念;行业龙头
420,14,制造业,融资融券标的;港珠澳大桥;传感器;融资融券;国家队;地热能;雄安新区;核电;机器人
421,1,信息传输、软件和信息技术服务业,
422,7,建筑业,可转债;PPP;大飞机;舟山新区;标普道琼斯概念;水利水电建设;并购阶段(需定增)
423,18,制造业,科技龙头;超涨;棉花;河北省国资;京津冀一体化;国产软硬件;标普道琼斯概念;地方国企;雄安新区
424,7,建筑业,标普道琼斯概念;中字头;股票质押;可转债;国家队;雄安新区;员工持股;含可转债
425,24,批发和零售业,地方国企;预增;上海国资改革
426,3,制造业,乡村振兴
427,17,批发和零售业,地方国企;上海国资改革;上海本地重组;预增;含B股的A股
428,17,农、林、牧、渔业,生物育种;乡村振兴;央企;低价小市值
429,21,采矿业,国家队;标普道琼斯概念;稀土永磁;融资融券标的;融资融券;央企;小金属
430,1,制造业,次新股
431,1,制造业,含可转债;预增
432,8,制造业,员工持股;工业4.0;重组;机器人;高送转概念;显示屏制造装备;液晶显示;国产化创新;超涨;OLED
433,6,制造业,并购阶段(需定增);新材料;预增
434,22,水利、环境和公共设施管理业,第三方支付;重组;举牌;西藏振兴
435,4,制造业,出口型企业;国家队;集成电路;合资企业
436,4,信息传输、软件和信息技术服务业,金融科技;5G应用;操作系统;国家队;高送转概念;网络安全;超涨
437,8,制造业,标普道琼斯概念;并购阶段(需定增);股票质押;装饰园林
438,19,制造业,*ST;ST概念;甲醇;超涨;股票质押;股权转让;合资企业;新型煤化工;央企
